id,channel,name,authorized,description,department,city,frequency,source,link,lat,lon,agreement
ZPD881,220,"FM NEULAND - ZPD881 - 91,9MHz",ASOCIACIÓN COLONIA NEULAND,"Departamento: Boquerón Localidad: Neuland Frecuencia: 91,9MHz P.E.R.: 300W",Boquerón,Neuland,"91,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.645556/-60.121389,-22.645556,-60.121389,"Sí, de acuerdo"
ZPD882,221,"FM SAN JUAN - ZPD882 - 92,1MHz",CENTRO COMUNITARIO SAN JUAN,"Departamento: Canindeyu Localidad: Yasy Cañy Frecuencia: 92,1MHz P.E.R.: 50W",Canindeyu,Yasy Cañy,"92,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.603611/-55.8075,-24.603611,-55.8075,"Sí, de acuerdo"
ZPC342,216,"FM TROPICANA - ZPC342 - 91,1MHz",ASOCIACIÓN RADIO COMUNITARIA FM TROPICANA,"Departamento: Concepción Localidad: Concepción Frecuencia: 91,1MHz P.E.R.: 50W",Concepción,Concepción,"91,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.399167/-57.4425,-23.399167,-57.4425,"Sí, de acuerdo"
ZPD839,246,"FRAM FM - ZPD839 - 97,1MHz",ASOCIACIÓN COMUNITARIA Y CULTURAL FRAM,"Departamento: Itapúa Localidad: Fram Frecuencia: 97,1MHz P.E.R.: 50W",Itapúa,Fram,"97,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.091944/-56.023889,-27.091944,-56.023889,"Sí, de acuerdo"
ZPD734,228,"FRATERNIDAD 7 - ZPD734 - 93,5MHz",FUNDACIÓN VERITAS,"Departamento: Capital Localidad: Asunción Frecuencia: 93,5MHz P.E.R.: 25W",Capital,Asunción,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.312222/-57.566667,-25.312222,-57.566667,"Sí, de acuerdo"
ZPC324,241,"FUENTA AGUA VIVA FM - ZPC324 - 96,1MHz",ASOCIACIÓN FUENTE AGUA VIVA,"Departamento: Caaguazú Localidad: Coronel Oviedo Frecuencia: 96,1MHz P.E.R.: 50W",Caaguazú,Coronel Oviedo,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.448333/-56.44,-25.448333,-56.44,"Sí, de acuerdo"
ZPD828,241,"GOSPEL FM - ZPD828 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA GOSPEL,"Departamento: San Pedro Localidad: San Estanislao Frecuencia: 96,1MHz P.E.R.: 50W",San Pedro,San Estanislao,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.667222/-56.442778,-24.667222,-56.442778,"Sí, de acuerdo"
ZPD837,269,"GRACIA FM - ZPD837 - 101,7MHz",IGLESIA CRISTO CENTRO,"Departamento: Presidente Hayes Localidad: Remansito - Villa Hayes Frecuencia: 101,7MHz P.E.R.: 25W",Presidente Hayes,Remansito - Villa Hayes,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.166944/-57.561667,-25.166944,-57.561667,"Sí, de acuerdo"
ZPD707,273,"GRATITUD FM - ZPD707 - 102,5MHz",COMISIÓN VECINAL GRATITUD,"Departamento: Paraguarí Localidad: Acahay Frecuencia: 102,5MHz P.E.R.: 50W",Paraguarí,Acahay,"102,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.911111/-57.112222,-25.911111,-57.112222,"Sí, de acuerdo"
ZPD903,203,"HORQUETA FM - ZPD903 - 88,5MHz",ASOCIACIÓN HORQUETA COMUNICACIONES,"Departamento: CONCEPCIÓN Localidad: HORQUETA Frecuencia: 88,5MHz P.E.R.: 50W",CONCEPCIÓN,HORQUETA,"88,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.347222/-57.051389,-23.347222,-57.051389,"Sí, de acuerdo"
ZPC489,206,"HUGUA REY FM - ZPC489 - 89,1MHz",RADIO COMUNITARIA HUGUAREY,"Departamento: San Pedro Localidad: Jhugua Rey Frecuencia: 89,1MHz P.E.R.: 50W",San Pedro,Jhugua Rey,"89,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.396667/-56.698889,-24.396667,-56.698889,"Sí, de acuerdo"
ZPC796,300,"INDEPENDENCIA FM - ZPC796 - 107,9MHz",CORO POLIFÓNICO INDEPENDENCIA,"Departamento: Guairá Localidad: Colonia Independencia Frecuencia: 107,9MHz P.E.R.: 50W",Guairá,Colonia Independencia,"107,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.700833/-56.178889,-25.700833,-56.178889,"Sí, de acuerdo"
ZPC358,245,"INTEGRACIÓN FM - ZPC358 - 96,9MHz",ASOCIACIÓN RADIO COMUNITARIA INTEGRACIÓN FM,"Departamento: Canindeyu Localidad: Katueté Frecuencia: 96,9MHz P.E.R.: 50W",Canindeyu,Katueté,"96,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.251389/-54.758333,-24.251389,-54.758333,"Sí, de acuerdo"
ZPD905,204,"INTERACCIÓN FM - ZPD905 - 88,7MHz",ASOCIACIÓN COMUNITARIA PRENSA ACP,"Departamento: Alto Paraná Localidad: Ciudad del Este Frecuencia: 88,7MHz P.E.R.: 25W",Alto Paraná,Ciudad del Este,"88,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.48/-54.664167,-25.48,-54.664167,"Sí, de acuerdo"
ZPD824,269,"INTERRADIO FM - ZPD824 - 101,7MHz",ASOCIACIÓN INTERRADIO FM,"Departamento: Central Localidad: Itá Frecuencia: 101,7MHz P.E.R.: 25W",Central,Itá,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.500833/-57.363889,-25.500833,-57.363889,"Sí, de acuerdo"
ZPD737,200,"ITACURUBÍ FM - ZPD737 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA ITACURUBÍ FM,"Departamento: Cordillera Localidad: Itacurubí de la Cordillera Frecuencia: 87,9MHz P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.466111/-56.853333,-25.466111,-56.853333,"Sí, de acuerdo"
ZPD620,205,"ITAKY FM - ZPD620 - 88,9MHz",ASOCIACIÓN COMUNAL,"Departamento: Concepción Localidad: Col. Sgto. José F. López Frecuencia: 88,9MHz P.E.R.: 50W",Concepción,Col. Sgto. José F. López,"88,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.389167/-56.930833,-22.389167,-56.930833,"Sí, de acuerdo"
ZPD634,224,"ITAMBEY FM - ZPD634 - 92,7MHz",ASOCIACIÓN RADIO COMUNITARIA ITAMBEY,"Departamento: Canindeyu Localidad: Nueva Esperanza Frecuencia: 92,7MHz P.E.R.: 50W",Canindeyu,Nueva Esperanza,"92,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.509722/-54.857778,-24.509722,-54.857778,"Sí, de acuerdo"
ZPD908,273,"ITURBE FM - ZPD908 - 102,5MHz",ASOCACIÓN DE BENEFICIARIOS DEL CAMPO COMUNAL DE ITURBE,"Departamento: Guairá Localidad: Iturbe Frecuencia: 102,5MHz P.E.R.: 50W",Guairá,Iturbe,"102,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.053333/-56.483056,-26.053333,-56.483056,"Sí, de acuerdo"
ZPC788,285,"JKUARAHY RESE FM - ZPC788 - 104,9MHz",ORGANIZACIÓN CAMPESINA DEL ESTE,"Departamento: Caaguazú Localidad: José Domingo Ocampos Frecuencia: 104,9MHz P.E.R.: 50W",Caaguazú,José Domingo Ocampos,"104,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.410278/-55.433611,-25.410278,-55.433611,"Sí, de acuerdo"
ZPD842,264,"KO'E PYAHU FM - ZPD842 - 100,7MHz",AGRUPACIÓN DE DESARROLLO Y PROMICIÓN CULTURAL KO'E PYAHU DE ISLA UMBÚ,"Departamento: Ñeembucú Localidad: Isla Umbú Frecuencia: 100,7MHz P.E.R.: 50W",Ñeembucú,Isla Umbú,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.981944/-58.267222,-26.981944,-58.267222,"Sí, de acuerdo"
ZPD703,291,"LA COSTA FM - ZPD703 - 106,1MHz",ASOCIACIÓN COMUNITARIA LA COSTA,"Departamento: Concepción Localidad: Concepción Frecuencia: 106,1MHz P.E.R.: 50W",Concepción,Concepción,"106,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.398611/-57.443611,-23.398611,-57.443611,"Sí, de acuerdo"
ZPD865,285,"LA FAMILIA FM - ZPD865 - 104,9MHz",ASOCIACIÓN DE RADIO COMUNITARIA LA FAMILIA FM,"Departamento: Cordillera Localidad: Itacurubí de la Cordillera Frecuencia: 104,9MHz P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,"104,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.466389/-56.838889,-25.466389,-56.838889,"Sí, de acuerdo"
ZPD834,200,"LA NUEVA FM - ZPD834 - 87,9MHz",ASOCIAICÓN RADIO COMUNITARIA CIUDAD MÁS LIMPIA,"Departamento: Cordillera Localidad: Atyrá Frecuencia: 87,9MHz P.E.R.: 50W",Cordillera,Atyrá,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.2825/-57.168889,-25.2825,-57.168889,"Sí, de acuerdo"
ZPC344,294,"LA VOZ DE ACAHAY - ZPC344 - 106,7MHz",ASOCIACIÓN RADIO COMUNITARIA LA VOZ DE ACAHAY,"Departamento: Paraguarí Localidad: Acahay Frecuencia: 106,7MHz P.E.R.: 50W",Paraguarí,Acahay,"106,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.915/-57.114167,-25.915,-57.114167,"Sí, de acuerdo"
ZPD819,228,"LA VOZ DE PIQUETE CUE - ZPD819 - 93,5MHz",ASCIACIÓN RADIO LA VOZ DE PIQUETE CUE,"Departamento: Central Localidad: Piquete Cue - Limpio Frecuencia: 93,5MHz P.E.R.: 25W",Central,Piquete Cue - Limpio,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.113056/-57.485,-25.113056,-57.485,"Sí, de acuerdo"
ZPC782,228,"LA VOZ DEL SANTUARIO MARÍA AUXILIADORA FM - ZPC782 - 93,5MHz",SOCIEDAD SALESIANA DEL PARAGUAY - PARROQUIA MARÍA AUXILIADORA,"Departamento: Capital Localidad: Asunción Frecuencia: 93,5MHz P.E.R.: 10W",Capital,Asunción,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.281389/-57.645,-25.281389,-57.645,"Sí, de acuerdo"
ZPD636,200,"LATINOAMERICA FM - ZPD636 - 87,9MHz",RADIO COMUNITARIA LATINO AMÉRICA,"Departamento: Central Localidad: Mariano Roque Alonso Frecuencia: 87,9MHz P.E.R.: 25W",Central,Mariano Roque Alonso,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.180833/-57.531944,-25.180833,-57.531944,"Sí, de acuerdo"
ZPC488,228,"LEYENDA FM - ZPC488 - 93,5MHz",ASOCIACIÓN RADIO COMUNITARIA LEYENDA FM,"Departamento: Central Localidad: San Lorenzo Frecuencia: 93,5MHz P.E.R.: 50W",Central,San Lorenzo,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.363333/-57.541667,-25.363333,-57.541667,"Sí, de acuerdo"
ZPD822,279,"LOMA GUAZÚ POTY - ZPD822 - 103,7MHz",RADIO COMUNITARIA LOMA GUAZÚ POTY FM,"Departamento: Ñeembucú Localidad: Loma Guazú - Gral. Díaz Frecuencia: 103,7MHz P.E.R.: 50W",Ñeembucú,Loma Guazú - Gral. Díaz,"103,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.137778/-58.343056,-27.137778,-58.343056,"Sí, de acuerdo"
ZPD850,206,"LUNA FM - ZPD850 - 89,1MHz",COMISIÓN VIRGEN DE FÁTIMA,"Departamento: Guairá Localidad: Mauricio J. Troche Frecuencia: 89,1MHz P.E.R.: 50W",Guairá,Mauricio J. Troche,"89,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.618333/-56.273889,-25.618333,-56.273889,"Sí, de acuerdo"
ZPD646,209,"LUZ BELLA FM - ZPD646 - 89,7MHz",ASOCIACIÓN CAMPESINA DE PRODUCTORES ALTERNATIVOS Y ECOLÓGICOS DE LUZ BELLA,"Departamento: San Pedro Localidad: Colonia Luz Bella - Guayaybi Frecuencia: 89,7MHz P.E.R.: 50W",San Pedro,Colonia Luz Bella - Guayaybi,"89,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.249722/-56.180556,-24.249722,-56.180556,"Sí, de acuerdo"
ZPD891,241,"MAGIA FM DIGITAL - ZPD891 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA MAGIA FM DIGITAL,"Departamento: San Pedro Localidad: Chore Frecuencia: 96,1MHz P.E.R.: 50W",San Pedro,Chore,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.187222/-56.583889,-24.187222,-56.583889,"Sí, de acuerdo"
ZPD845,255,"MAINUMBY FM - ZPD845 - 98,9MHz",ASOCIACIÓN DE RADIO COMUNITARIA MAINUMBY,"Departamento: Itapúa Localidad: Itapúa Poty Frecuencia: 98,9MHz P.E.R.: 50W",Itapúa,Itapúa Poty,"98,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.699722/-55.475278,-26.699722,-55.475278,"Sí, de acuerdo"
ZPD722,207,"MANDU'ARA FM - ZPD722 - 89,3MHz",COMISIÓN VECINAL DE FOMENTO Y DESARROLLO TERCERA FRACCIÓN DISTRITO INDEPENDENCIA,"Departamento: Guairá Localidad: Melgarejo - Distrito de Independencia Frecuencia: 89,3MHz P.E.R.: 50W",Guairá,Melgarejo - Distrito de Independencia,"89,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.718611/-56.242222,-25.718611,-56.242222,"Sí, de acuerdo"
ZPD870,241,"MARACANÁ FM - ZPD870 - 96,1MHz",ASOCIACIÓN CAMPESINA MARACANÁ,"Departamento: Canindeyu Localidad: Curuguaty Frecuencia: 96,1MHz P.E.R.: 50W",Canindeyu,Curuguaty,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.149444/-56.147778,-24.149444,-56.147778,"Sí, de acuerdo"
ZPC814,200,"MARANGATU FM - ZPC814 - 87,9MHz",PARROQUIA SAGRADA FAMILIA,"Departamento: Capital Localidad: Asunción Frecuencia: 87,9MHz P.E.R.: 50W",Capital,Asunción,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.261944/-57.594722,-25.261944,-57.594722,"Sí, de acuerdo"
ZPC499,268,"MARÍA AUXILIADORA FM - ZPC499 - 101,5MHz","COMISIÓN DE AYUDA SOLIDARIA ""COMAS""","Departamento: Itapúa Localidad: María Auxiliadora Frecuencia: 101,5MHz P.E.R.: 50W",Itapúa,María Auxiliadora,"101,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.519444/-55.266667,-26.519444,-55.266667,"Sí, de acuerdo"
ZPC661,205,"MARÍA AUXILIADORA FM - ZPC661 - 88,9MHz",ASOCIACIÓN RADIO COMUNITARIA MARÍA AUXILIADORA,"Departamento: Amambay Localidad: Bella Vista Frecuencia: 88,9MHz P.E.R.: 50W",Amambay,Bella Vista,"88,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.116667/-56.516667,-22.116667,-56.516667,"Sí, de acuerdo"
ZPD878,300,"MBATOVI FM - ZPD878 - 107,9MHz",RADIO COMUNITARIA MBATOVI FM,"Departamento: Caazapa Localidad: Tava'i Frecuencia: 107,9MHz P.E.R.: 50W",Caazapa,Tava'i,"107,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.1775/-55.496944,-26.1775,-55.496944,"Sí, de acuerdo"
ZPD888,248,"MEGA FM - ZPD888 - 97,5MHz",ASOCIACIÓN RADIO COMUNITARIA MEGA FM,"Departamento: Canindeyu Localidad: Katueté Frecuencia: 97,5MHz P.E.R.: 50W",Canindeyu,Katueté,"97,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.249444/-54.754722,-24.249444,-54.754722,"Sí, de acuerdo"
ZPD807,241,"MEGA SAMBER FM - ZPD807 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA MEGA SAMBER,"Departamento: Caaguazú Localidad: Yhú - 1 ra Línea Cañadita Frecuencia: 96,1MHz P.E.R.: 50W",Caaguazú,Yhú - 1 ra Línea Cañadita,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.190278/-55.933056,-25.190278,-55.933056,"Sí, de acuerdo"
ZPC319,232,"MILENIO FM - ZPC319 - 94,3MHz",ASOCIACIÓN RADIO COMUNITARIO MILENIO,"Departamento: Caaguazú Localidad: Caaguazú Frecuencia: 94,3MHz P.E.R.: 50W",Caaguazú,Caaguazú,"94,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.459722/-55.995278,-25.459722,-55.995278,"Sí, de acuerdo"
ZPC470,210,"MINGA PORÁ - ZPC470 - 89,9MHz",ASOCIACIÓN EDUCATIVA. CÍVICA Y CULTURAL DE MINGA PORÁ,"Departamento: Alto Parana Localidad: Minga Porá Frecuencia: 89,9MHz P.E.R.: 50W",Alto Parana,Minga Porá,"89,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.8775/-54.936944,-24.8775,-54.936944,"Sí, de acuerdo"
ZPD644,201,"MONSEÑOR BOGARIN FM - ZPD644 - 88,1MHz","CENTRO DE EDUCACIÓN AGROECOLÓGICA ""SAN ISIDRO LABRADOR""","Departamento: Misiones Localidad: San Ignacio Frecuencia: 88,1MHz P.E.R.: 50W",Misiones,San Ignacio,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.887778/-57.020556,-26.887778,-57.020556,"Sí, de acuerdo"
ZPD893,218,"NIÑO JESÚS FM - ZPD893 - 91,5MHz",ASOCIACIÓN RADIO COMUNITARIA NIÑO JESÚS FM,"Departamento: Caaguazú Localidad: J. Eulogio Estigarribia Frecuencia: 91,5MHz P.E.R.: 50W",Caaguazú,J. Eulogio Estigarribia,"91,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.356389/-55.731111,-25.356389,-55.731111,"Sí, de acuerdo"
ZPD909,276,"NIÑO JESÚS FM - ZPD909 - 103,1 MHz",ASOCIACIÓN NIÑO JESÚS COMUNICACIÓN ALTERNATIVA,"Departamento: ITAPÚA Localidad: CARLOS A. LÓPEZ Frecuencia: 103,1 MHz P.E.R.: 50W",ITAPÚA,CARLOS A. LÓPEZ,"103,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.370278/-54.748333,-26.370278,-54.748333,"Sí, de acuerdo"
ZPD830,269,"NIÑOS JESÚS DE LOS MILAGROS - ZPD830 - 101,7MHz",ASOCIACION RADIO COMUNITARIA NIÑO JESUS DE LOS MILAGROS,"Departamento: Central Localidad: San Antonio Frecuencia: 101,7MHz P.E.R.: 25W",Central,San Antonio,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.396944/-57.5725,-25.396944,-57.5725,"Sí, de acuerdo"
ZPD742,248,"NUEVA ERA FM - ZPD742 - 97,5MHz",ASOCIACIÓN DE RADIO COMUNITARIA NUEVA ERA,"Departamento: Canindeyu Localidad: Colonia San Luís - Puente Kyjhá Frecuencia: 97,5MHz P.E.R.: 50W",Canindeyu,Colonia San Luís - Puente Kyjhá,"97,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.171667/-54.658889,-24.171667,-54.658889,"Sí, de acuerdo"
ZPD757,214,"NUEVO AMANECER FM - ZPD757 - 90,7MHz",ASOCIACIÓN PARA EL DESARROLLO COMUNITARIO DE PEQUEÑOS PRODUCTORES DE DR. JUAN E. ESTIGARRIBIA,"Departamento: Caaguazú Localidad: Juan Eulogio Estigarribia Frecuencia: 90,7MHz P.E.R.: 50W",Caaguazú,Juan Eulogio Estigarribia,"90,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.358611/-55.725278,-25.358611,-55.725278,"Sí, de acuerdo"
ZPD829,206,"OASIS FM - ZPD829 - 89,1MHz",ASOCIACION OASIS FM RADIO CRISTIANA DE LA VIDA,"Departamento: San Pedro Localidad: Santa Rosa del Aguaray Frecuencia: 89,1MHz P.E.R.: 50W",San Pedro,Santa Rosa del Aguaray,"89,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.801944/-56.506111,-23.801944,-56.506111,"Sí, de acuerdo"
ZPC789,264,"OKARA POTY FM - ZPC789 - 100,7MHz",ASOCIACIÓN DE CAMPESINOS DE LA COLONIA LIBERTAD,"Departamento: Itapúa Localidad: Colonia Libertad Frecuencia: 100,7MHz P.E.R.: 50W",Itapúa,Colonia Libertad,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.633611/-54.8175,-26.633611,-54.8175,"Sí, de acuerdo"
ZPC797,241,"OÑONDIVEPÁ FM - ZPC797 - 96,1MHz",COMISIÓN JUVENIL OÑONDIVEPÁ,"Departamento: Caaguazú Localidad: Cecilio Báez Frecuencia: 96,1MHz P.E.R.: 50W",Caaguazú,Cecilio Báez,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.066944/-56.244444,-25.066944,-56.244444,"Sí, de acuerdo"
ZPD740,241,"OÑONDIVEPÁ FM - ZPD740 - 96,1MHz",FUNDACIÓN OÑONDIVEPA DE CARAPEGUÁ,"Departamento: Paraguarí Localidad: Carapeguá Frecuencia: 96,1MHz P.E.R.: 50W",Paraguarí,Carapeguá,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.766389/-57.242222,-25.766389,-57.242222,"Sí, de acuerdo"
ZPC325,240,"ORIGINAL FM - ZPC325 - 95,9MHz",RADIO COMUNITARIA ORIGINAL,"Departamento: Itapúa Localidad: Natalio Frecuencia: 95,9MHz P.E.R.: 50W",Itapúa,Natalio,"95,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.755/-55.138889,-26.755,-55.138889,"Sí, de acuerdo"
ZPC314,285,"PAISAJE FM - ZPC314 - 104,9MHz",ASOCIACIÓN DE LA RADIO COMUNITARIA PAISAJE FM,"Departamento: Caaguazú Localidad: San José de los Arroyos Frecuencia: 104,9MHz P.E.R.: 50W",Caaguazú,San José de los Arroyos,"104,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.530833/-56.731667,-25.530833,-56.731667,"Sí, de acuerdo"
ZPD705,201,"PARQUE AZOTEY - ZPD705 - 88,1MHz",ASOCIACIÓN RADIO COMUNITARIA PARQUE AZOTEY FM,"Departamento: Concepción Localidad: Azotey Frecuencia: 88,1MHz P.E.R.: 50W",Concepción,Azotey,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.320556/-56.489722,-23.320556,-56.489722,"Sí, de acuerdo"
ZPC645,200,"PASIÓN FM - ZPC645 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA PASIÓN FM,"Departamento: Central Localidad: Capiata Frecuencia: 87,9MHz P.E.R.: 50W",Central,Capiata,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.356667/-57.421944,-25.356667,-57.421944,"Sí, de acuerdo"
ZPC336,260,"PAZ Y BIEN - ZPC336 - 99,9MHz",ORDEN FRANCISCANA SEGLAR,"Departamento: Guairá Localidad: Villarrica Frecuencia: 99,9MHz P.E.R.: 50W",Guairá,Villarrica,"99,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.769722/-56.438333,-25.769722,-56.438333,"Sí, de acuerdo"
ZPC352,295,"PILAR FM - ZPC352 - 106,9MHz",ASOCIACIÓN DE FOMENTO Y AYUDA SOCIAL TUPASY,"Departamento: Ñeembucú Localidad: Pilar Frecuencia: 106,9MHz P.E.R.: 50W",Ñeembucú,Pilar,"106,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.858889/-58.294167,-26.858889,-58.294167,"Sí, de acuerdo"
ZPD736,213,"PIRO'Y FM - ZPD736 - 90,5MHz",ASOCIACIÓN RADIO COMUNITARIA PIRO'Y,"Departamento: Alto Parana Localidad: Minga Guazú Frecuencia: 90,5MHz P.E.R.: 50W",Alto Parana,Minga Guazú,"90,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.480556/-54.759444,-25.480556,-54.759444,"Sí, de acuerdo"
ZPC804,200,"POLITÉCNICA FM - ZPC804 - 87,9MHz",FACULTAD POLITÉCNICA DE LA UNIVERSIDAD NACIONAL DE ASUNCIÓN,"Departamento: Central Localidad: San Lorenzo Frecuencia: 87,9MHz P.E.R.: 50W",Central,San Lorenzo,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.335278/-57.521389,-25.335278,-57.521389,"Sí, de acuerdo"
ZPC776,220,"PRIMAVERA FM - ZPC776 - 91,9MHz",ASOCIACIÓN DE RADIODIFUSIÓN COMUNITARIA EL SEMBRADOR,"Departamento: Concepción Localidad: Concepción Frecuencia: 91,9MHz P.E.R.: 50W",Concepción,Concepción,"91,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.421111/-57.436389,-23.421111,-57.436389,"Sí, de acuerdo"
ZPD841,208,"PROGRESO FM - ZPD841 - 89,5MHz",RADIO COMUNITARIA 101.3 PROGRESO FM,"Departamento: Canindeyu Localidad: Yby Pytá - Curuguaty Frecuencia: 89,5MHz P.E.R.: 50W",Canindeyu,Yby Pytá - Curuguaty,"89,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.414722/-55.391944,-24.414722,-55.391944,"Sí, de acuerdo"
ZPD898,200,"PUEBLO DE RECUERDOS FM - ZPD898 - 87,9MHz",ASOCIACIÓN COMUNITARIA PUEBLO DE RECUERDOS FM,"Departamento: Cordillera Localidad: Caraguatay Frecuencia: 87,9MHz P.E.R.: 50W",Cordillera,Caraguatay,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.236944/-56.835,-25.236944,-56.835,"Sí, de acuerdo"
ZPD730,228,"PUERTA DEL CIELO - ZPD730 - 93,5MHz",ASOCIACIÓN RADIO COMUNITARIA PUERTA DEL CIELO,"Departamento: Central Localidad: Capiata Frecuencia: 93,5MHz P.E.R.: 25W",Central,Capiata,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.356389/-57.439444,-25.356389,-57.439444,"Sí, de acuerdo"
ZPD858,244,"PYKASU FM - ZPD858 - 96,7MHz",ASOCIACIÓN RADIO COMUNITARIA PYKASU,"Departamento: Caaguazú Localidad: Caaguazù Frecuencia: 96,7MHz P.E.R.: 50W",Caaguazú,Caaguazù,"96,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.478056/-56.015833,-25.478056,-56.015833,"Sí, de acuerdo"
